,restaurant,url,distance,star,num_reviews,city,price_range,category_1,category_2
1430,Fries With Burger,https://www.doordash.com/store/2854596/?pickup=false,22.0,4.5,16.0,Ottawa,$$,Burgers,Poutineries
1431,Hot Star Large Fried Chicken,https://www.doordash.com/store/2703960/?pickup=false,20.0,4.6,23.0,Ottawa,$$,Taiwanese,Chicken
1432,Insta Bolz,https://www.doordash.com/store/1556441/?pickup=false,26.0,4.6,46.0,Ottawa,$$,Smoothies,Breakfast
1433,La Fiesta Latina,https://www.doordash.com/store/1249760/?pickup=false,23.0,4.2,63.0,Ottawa,$$,Mexican,Gluten-Free
1434,Pizza Hut,https://www.doordash.com/store/2102504/?pickup=false,24.0,4.7,149.0,Ottawa,$$,Delivery,Fries
1435,La Villa Latina,https://www.doordash.com/store/511454/?pickup=false,29.0,4.0,43.0,Ottawa,$$,Mexican,Tex-Mex
1436,Peace-Garden Vegetarian Paradise,https://www.doordash.com/store/1354113/?pickup=false,24.0,4.6,28.0,Ottawa,$$,Indian,Vegetarian
1437,India Cafe,https://www.doordash.com/store/825513/?pickup=false,26.0,3.8,20.0,Ottawa,$$,Indian,Lamb
1438,Pubwells Restaurant,https://www.doordash.com/store/664588/?pickup=false,27.0,4.5,17.0,Ottawa,$$,Pubs,Pizza
1439,German Doner Kebab,https://www.doordash.com/store/2415330/?pickup=false,24.0,,,Ottawa,$$,Mediterranean,Kebabs
1440,Salad Bar by Pi Co.,https://www.doordash.com/store/1013733/?pickup=false,17.0,4.4,37.0,Ottawa,$$,Delivery,Build Your Own
1441,Metropolitain Brasserie,https://www.doordash.com/store/298380/?pickup=false,27.0,4.7,77.0,Ottawa,$$,Alcohol,Brunch
1442,Crazy pho you,https://www.doordash.com/store/1046553/?pickup=false,27.0,4.3,58.0,Ottawa,$$,Vietnamese,Sandwiches
1443,Yang's Braised Chicken Rice (Ottawa),https://www.doordash.com/store/1450560/?pickup=false,23.0,4.8,,Ottawa,$$,Snacks,Chicken
1444,Vanier Pizza & Subs,https://www.doordash.com/store/298264/?pickup=false,27.0,4.3,68.0,Ottawa,$$,Italian,Pizza
1445,Kernels Popcorn,https://www.doordash.com/store/1543862/?pickup=false,16.0,5.0,,Ottawa,$$,Popcorn,
1446,Lois 'N' Frima's Ice Cream,https://www.doordash.com/store/1718858/?pickup=false,23.0,5.0,,Ottawa,$$,Ice Cream,Hot Dogs
1447,First Bite Treats,https://www.doordash.com/store/2363461/?pickup=false,25.0,5.0,,Ottawa,$$,Black-Owned,Desserts
1448,Burger Factory,https://www.doordash.com/store/22978695/?pickup=false,24.0,5.0,,Ottawa,$$,American,Burgers
1449,Rexall,https://www.doordash.com/convenience/store/23156750/?pickup=false,28.0,3.6,,Ottawa,$$,Medicine,Convenience
1450,La Catrina Churros Cafe Bar,https://www.doordash.com/store/1018430/?pickup=false,25.0,4.6,,Ottawa,$,Desserts,Cafes
1451,OG's Chicken Company,https://www.doordash.com/store/942856/?pickup=false,28.0,3.5,13.0,Ottawa,$$,Poutineries,Chicken Wings
1452,Vanier Food Mart,https://www.doordash.com/convenience/store/1368821/?pickup=false,26.0,3.3,,Ottawa,$$,Snacks,Grocery
1453,Jam Rock Kitchen,https://www.doordash.com/store/23084083/?pickup=false,30.0,4.0,10.0,Ottawa,$$,Curry,Rice
1454,Karuna Cafe,https://www.doordash.com/store/567273/?pickup=false,29.0,3.9,13.0,Ottawa,$$,Indian,Breakfast
1455,Big Smoke Burger,https://www.doordash.com/store/1050857/?pickup=false,23.0,4.4,28.0,Ottawa,$$,Burgers,Sandwiches
1456,Milestones Grill + Bar,https://www.doordash.com/store/1005396/?pickup=false,28.0,4.5,172.0,Ottawa,$$,Bar and Grill,Alcohol
1457,Fionn MacCool's,https://www.doordash.com/store/691469/?pickup=false,28.0,4.2,113.0,Ottawa,$,Pubs,Burgers
1458,Hasty Market,https://www.doordash.com/store/23034534/?pickup=false,28.0,3.8,,Ottawa,$$,Breakfast,Sandwiches
1459,Circle K,https://www.doordash.com/convenience/store/1288506/?pickup=false,23.0,3.6,,Ottawa,$$,Grocery,chips
1460,Subway,https://www.doordash.com/store/991147/?pickup=false,20.0,4.4,26.0,Ottawa,$$,Build Your Own,Cookies
1461,X Market [Parent],https://www.doordash.com/store/2839135/?pickup=false,23.0,,,Ottawa,$$,Vegan Friendly,Vegan
1462,Mealtime,https://www.doordash.com/convenience/store/23356153/?pickup=false,23.0,,,Ottawa,$$,Fried Chicken,Chicken
1463,The best Snack Shop,https://www.doordash.com/store/23270341/?pickup=false,23.0,,,Ottawa,$$,Snacks,Sweets
1464,Musowu Ramen,https://www.doordash.com/store/23267891/?pickup=false,26.0,,,Ottawa,$$,Ramen,Japanese
1465,Holy Chef,https://www.doordash.com/store/23033819/?pickup=false,29.0,,,Ottawa,$$,Dessert,Poutineries
1466,Tea Owners,https://www.doordash.com/store/1274845/?pickup=false,26.0,2.0,,Ottawa,$$,Juice & Smoothie,Ice Coffee
1467,Second Cup,https://www.doordash.com/store/23274581/?pickup=false,22.0,,,Ottawa,$,Bakery,Espresso
1468,Hong Kong Express,https://www.doordash.com/store/298751/?pickup=false,0.7,4.4,720.0,Ottawa,$$,Chinese,Seafood
1469,Chickpeas,https://www.doordash.com/store/785013/?pickup=false,1.7,4.7,890.0,Ottawa,$$,Mediterranean,Sandwiches
1470,Pizza Nerds,https://www.doordash.com/store/955008/?pickup=false,0.9,4.7,590.0,Ottawa,$$,Italian,Alcohol
1471,Subito Sandwich,https://www.doordash.com/store/298578/?pickup=false,0.8,4.7,121.0,Ottawa,$$,Italian,Deli
1472,Manhattan's Coffee Co.,https://www.doordash.com/store/2453819/?pickup=false,0.3,4.7,20.0,Ottawa,$$,Cafe,Breakfast
1473,Sushi Go,https://www.doordash.com/store/1294244/?pickup=false,0.3,4.6,10.0,Ottawa,$$,Japanese,Soup
1474,Quelque Chose Macaron,https://www.doordash.com/store/651946/?pickup=false,0.4,4.8,27.0,Ottawa,$$,French Macarons,Creperies
1475,Gyubee Japanese Grill,https://www.doordash.com/store/1212767/?pickup=false,0.6,4.5,66.0,Ottawa,$$,Japanese,Pork
1476,The Cupcake Lounge,https://www.doordash.com/store/883663/?pickup=false,0.5,4.7,101.0,Ottawa,$,Cupcakes,Bakery
1477,Piccolo Grande Gelateria,https://www.doordash.com/store/1247581/?pickup=false,0.5,4.1,,Ottawa,$$,Ice Cream,Gelato
1478,Le Bac a Frites,https://www.doordash.com/store/1142336/?pickup=false,0.7,5.0,,Ottawa,$$,Hot Dogs,Sandwiches
1479,DeliKat Cafe,https://www.doordash.com/store/23032921/?pickup=false,0.3,5.0,,Ottawa,$$,Cafe,Salads
1480,Fatnecks Halal Burgers,https://www.doordash.com/store/1180545/?pickup=false,0.4,4.8,,Ottawa,$$,Halal,Burgers
1481,Happy Goat Coffee Co.,https://www.doordash.com/store/1152125/?pickup=false,0.7,4.6,34.0,Ottawa,$$,Latte,Cafe
1482,Maverick's Donut,https://www.doordash.com/store/640754/?pickup=false,0.4,4.5,15.0,Ottawa,$$,Donuts,Sweets
1483,Savory & Sweet,https://www.doordash.com/store/1280927/?pickup=false,0.6,4.7,90.0,Ottawa,$$,Bakery,Creperies
1484,Dumpling? Dumpling! - Bank St,https://www.doordash.com/store/1174769/?pickup=false,0.7,4.5,117.0,Ottawa,$$,Spring Rolls,Vegetarian
1485,Syrian Kitchen,https://www.doordash.com/store/298800/?pickup=false,0.9,4.1,10.0,Ottawa,$$,Syrian,Sandwiches
1486,Saigon Pho,https://www.doordash.com/store/567540/?pickup=false,0.4,4.0,52.0,Ottawa,$$,Vietnamese,Noodles
1487,Oat Couture Oatmeal Cafe,https://www.doordash.com/store/22930023/?pickup=false,1.1,4.7,13.0,Ottawa,$$,Cafe,Coffee & Tea
1488,Madisons New York Grill & Bar,https://www.doordash.com/store/299192/?pickup=false,0.5,4.1,61.0,Ottawa,$$,Dessert,Seafood
1489,Le Casablanca,https://www.doordash.com/store/299206/?pickup=false,0.5,4.7,23.0,Ottawa,$$,Middle Eastern,Pastries
1490,Govinda's,https://www.doordash.com/store/1640722/?pickup=false,1.0,5.0,22.0,Ottawa,$$,Soup,
1491,Juice Monkey,https://www.doordash.com/store/1480864/?pickup=false,0.2,4.7,21.0,Ottawa,$$,Healthy,Smoothies
1492,Wedel - Touch of Europe,https://www.doordash.com/store/2582130/?pickup=false,0.5,4.0,,Ottawa,$$,Modern European,Schnitzel
1493,Euro Bistro 360,https://www.doordash.com/store/1246377/?pickup=false,0.4,4.5,,Ottawa,$$,Breakfast,Dessert
1494,Casa Nicastro,https://www.doordash.com/store/1253567/?pickup=false,1.5,,,Ottawa,$$,Sandwiches,
1495,Rocky Mtn Chocolate,https://www.doordash.com/store/903975/?pickup=false,0.5,4.6,26.0,Ottawa,$$,Chocolate,Dessert
1496,Il Perugino Cafe & Bar,https://www.doordash.com/store/2819018/?pickup=false,0.6,,,Ottawa,$$,Italian,Alcohol
1497,The Bier Markt,https://www.doordash.com/store/967488/?pickup=false,0.09,4.3,59.0,Ottawa,$$,Pizza,Burgers
1498,Cora,https://www.doordash.com/store/1306763/?pickup=false,0.6,4.1,165.0,Ottawa,$$,Eggs,Crepes
1499,Sprint Snacks,https://www.doordash.com/store/1757794/?pickup=false,1.0,,,Ottawa,$$,Salads,Snacks
1500,Presse Cafe,https://www.doordash.com/store/783514/?pickup=false,0.13,4.2,55.0,Ottawa,$$,Cafe,Breakfast
1501,Aztec Tacos,https://www.doordash.com/store/1636217/?pickup=false,1.7,4.5,14.0,Ottawa,$$,Mexican,Tacos
1502,Fiazza Fresh Fired,https://www.doordash.com/store/850818/?pickup=false,0.5,4.4,180.0,Ottawa,$$,Italian,Pizza
1503,Eggspectation,https://www.doordash.com/store/291869/?pickup=false,0.3,4.5,144.0,Ottawa,$$,Canadian,Breakfast
1504,Donerma,https://www.doordash.com/store/567559/?pickup=false,0.3,4.8,25.0,Ottawa,$$,Mediterranean,Wraps
1505,Iconic Cafe,https://www.doordash.com/store/839828/?pickup=false,0.2,4.8,17.0,Ottawa,$$,Cafe,Coffee & Tea
1506,Bistro Ristoro,https://www.doordash.com/store/641911/?pickup=false,0.4,5.0,,Ottawa,$$,Mediterranean,Pizza
1507,Betsi Chicken,https://www.doordash.com/store/1119719/?pickup=false,0.3,3.2,24.0,Ottawa,$$,Chicken,Spicy Chicken
1508,Korean Palace,https://www.doordash.com/store/298414/?pickup=false,0.8,4.6,404.0,Ottawa,$$,Korean,Soup
1509,The Orient House Shawarma & Grill,https://www.doordash.com/store/787319/?pickup=false,0.3,5.0,,Ottawa,$$,Middle Eastern,Sandwiches
1510,Eatz Mediterranean Cuisine,https://www.doordash.com/store/549524/?pickup=false,0.4,5.0,,Ottawa,$$,Mediterranean,Sandwiches
1511,Somerset View,https://www.doordash.com/store/821971/?pickup=false,1.1,4.4,,Ottawa,$$,Noodles,Pho
1512,Il Vicolo,https://www.doordash.com/store/298616/?pickup=false,0.6,4.5,10.0,Ottawa,$$,Italian,Pizza
1513,Rangoon Restaurant,https://www.doordash.com/store/567582/?pickup=false,0.8,3.3,,Ottawa,$$,Vegetarian Friendly,Pork
1514,Hushh Burgers,https://www.doordash.com/store/1592464/?pickup=false,0.8,4.5,10.0,Ottawa,$$,Burgers,Breakfast
1515,Asian Gourmet Wok & Grill,https://www.doordash.com/store/1354275/?pickup=false,0.13,,,Ottawa,$,Vegetarian Friendly,Vegetarian
1516,Shakey's,https://www.doordash.com/store/1207555/?pickup=false,0.13,,,Ottawa,$$,Deli,Sandwiches
1517,Shuyi Tealicious,https://www.doordash.com/store/22949021/?pickup=false,0.5,5.0,,Ottawa,$$,Fruit Tea,Milk Tea
1518,Zesty Market,https://www.doordash.com/convenience/store/1346361/?pickup=false,0.6,4.0,43.0,Ottawa,$$,Grocery,Medicine
1519,Royal Prince Restaurant,https://www.doordash.com/store/491864/?pickup=false,1.9,4.0,58.0,Ottawa,$$,Family Meals,Jamaican
1520,Manhattan's Burgers,https://www.doordash.com/store/23048581/?pickup=false,0.2,,,Ottawa,$$,Sandwiches,Hot Dogs
1521,Asian Bistro,https://www.doordash.com/store/23416933/?pickup=false,0.3,,,Ottawa,$$,Asian Fusion,Fried Rice
1522,The Standard,https://www.doordash.com/store/630356/?pickup=false,0.7,1.0,,Ottawa,$$,Pizza,Burgers
1523,Roll'd Up,https://www.doordash.com/store/2444250/?pickup=false,0.4,,,Ottawa,$,Crepes,Cheesecake
1524,Cumberland Pizza,https://www.doordash.com/store/298787/?pickup=false,0.9,4.5,67.0,Ottawa,$$,Italian,Pizza
1525,Snackflix,https://www.doordash.com/convenience/store/1542326/?pickup=false,1.5,4.4,20.0,Ottawa,$$,Grocery,Candy
1526,Send Noods Noodle Bar,https://www.doordash.com/store/1751963/?pickup=false,0.5,4.0,11.0,Ottawa,$$,Egg Rolls,Pho
1527,Tacolot,https://www.doordash.com/store/1732192/?pickup=false,0.4,,,Ottawa,$$,Quesadillas,Mexican
1528,The Tulip Restaurant & Lounge,https://www.doordash.com/store/1308715/?pickup=false,0.5,4.6,,Ottawa,$$,American,Sandwiches
1529,Back to Brooklyn Restaurant,https://www.doordash.com/store/23397427/?pickup=false,0.5,,,Ottawa,$$,American,Burgers
1530,Just Baked,https://www.doordash.com/store/23241554/?pickup=false,0.5,,,Ottawa,$$,Sandwich,Cheesecake
1531,Exotic Bottega,https://www.doordash.com/store/2500201/?pickup=false,0.5,,,Ottawa,$$,Candy Stores,Snacks
1532,Solo Fast Fire,https://www.doordash.com/store/821738/?pickup=false,0.6,,,Ottawa,$$,Pizza,Wraps
1533,Bubble Tea and Snack House,https://www.doordash.com/store/971600/?pickup=false,1.3,4.0,14.0,Ottawa,$$,Snacks,Bubble Tea
1534,Manhattans Hand-made Burgers,https://www.doordash.com/store/1181094/?pickup=false,0.4,4.6,,Ottawa,$$,Burgers,Wraps
1535,Ristorante Marzitelli,https://www.doordash.com/store/1346721/?pickup=false,0.7,4.7,,Ottawa,$$,Italian,Brunch
1536,Cousin Edy Gourmandise,https://www.doordash.com/store/2666574/?pickup=false,0.4,,,Ottawa,$$,Lebanese,Poutineries
1537,Capitol Burger,https://www.doordash.com/store/582512/?pickup=false,0.15,3.9,13.0,Ottawa,$$,Burgers,
1538,Antabli's Ice Cream,https://www.doordash.com/store/23179964/?pickup=false,0.9,,,Ottawa,$$,Comfort Food,Ice Cream
1539,Camer-African Cuisine,https://www.doordash.com/store/23475118/?pickup=false,0.9,,,Ottawa,$$,African,Shrimp
1540,Cacao70 byward,https://www.doordash.com/store/1054901/?pickup=false,0.5,3.9,48.0,Ottawa,$$,Waffles,Dessert
1541,Desi Tiffin Dhaba,https://www.doordash.com/store/1721985/?pickup=false,0.5,4.8,,Ottawa,$$,Indian,Dessert
1542,Byward Cafe,https://www.doordash.com/store/1207885/?pickup=false,0.5,3.8,,Ottawa,$$,Sandwiches,Breakfast
1543,Oh So Good,https://www.doordash.com/store/567530/?pickup=false,0.4,3.0,,Ottawa,$$,Dessert,
1544,Montgomery Scotch Lounge,https://www.doordash.com/store/22930123/?pickup=false,1.1,,,Ottawa,$$,Pubs,Alcohol
1545,Smoke Avenue Convenience Store,https://www.doordash.com/convenience/store/1788582/?pickup=false,2.0,4.5,18.0,Ottawa,$$,Snacks,Convenience
1546,Primeatery,https://www.doordash.com/store/1346347/?pickup=false,1.3,,,Ottawa,$$,Burgers,Wraps
1547,Bashs Gourmet (Kodiak St),https://www.doordash.com/store/1188365/?pickup=false,1.3,,,Ottawa,$$,Burgers,Wraps
1548,Barrack Hills Coffee House,https://www.doordash.com/store/1369721/?pickup=false,0.17,5.0,,Ottawa,$$,Espresso,Coffee & Tea
1549,Atomic Rooster,https://www.doordash.com/store/1346332/?pickup=false,0.6,5.0,,Ottawa,$$,Salads,Pizza
1550,A La Francaise,https://www.doordash.com/store/1509464/?pickup=false,0.7,4.0,,Ottawa,$$,Poutineries,Salads
1551,Toppings Unlimited,https://www.doordash.com/store/23444247/?pickup=false,1.5,,,Ottawa,$$,Italian,Pizza
1552,Paramount Fine Foods,https://www.doordash.com/store/345896/?pickup=false,0.4,4.0,215.0,Ottawa,$$,Wraps,Dessert
1553,BESS carribean food & cocktails,https://www.doordash.com/store/1497991/?pickup=false,0.5,3.2,19.0,Ottawa,$$,Caribbean,Chicken
1554,MrBeast Burger Canada,https://www.doordash.com/store/22978555/?pickup=false,0.7,,,Ottawa,$$,Burgers,Cheeseburger
1555,Subiaco Pizza Cafe (Subiaco),https://www.doordash.com/store/1346328/?pickup=false,2.0,4.7,,Ottawa,$$,Indian,Curry
1556,Chick-fil-A®,https://www.doordash.com/store/22918149/?pickup=false,0.6,4.4,890.0,Toronto,$$,Fast Food,Sandwiches
1557,Jollibee,https://www.doordash.com/store/1361828/?pickup=false,1.1,4.6,9100.0,Toronto,$$,Chicken,Burgers
1558,McDonald's,https://www.doordash.com/store/1058062/?pickup=false,0.6,4.3,3000.0,Toronto,$,Bakery,Chicken
1559,Rua Vang Golden Turtle,https://www.doordash.com/store/30218/?pickup=false,1.6,4.7,6300.0,Toronto,$$,Vietnamese,Vermicelli
1560,Sushi Style,https://www.doordash.com/store/67397/?pickup=false,1.2,4.5,6800.0,Toronto,$$,Sushi,Japanese
1561,You Don Ya,https://www.doordash.com/store/535794/?pickup=false,1.0,4.8,1400.0,Toronto,$$,Japanese,Snacks
1562,Wendy's,https://www.doordash.com/store/1253438/?pickup=false,0.11,4.5,2600.0,Toronto,$,Burgers,American
1563,Istanbul SHAWARMA and Grill,https://www.doordash.com/store/132440/?pickup=false,1.4,4.2,3500.0,Toronto,$,Turkish,Wraps
1564,Juicy Dumpling,https://www.doordash.com/store/542060/?pickup=false,0.9,4.7,2400.0,Toronto,$$,Chinese,Dumplings
1565,JC Foodlane,https://www.doordash.com/store/1132377/?pickup=false,0.2,4.6,1100.0,Toronto,$$,Coffee & Tea,Ice Cream & Frozen Yogurt
1566,Milagro,https://www.doordash.com/store/30182/?pickup=false,0.3,4.6,234.0,Toronto,$$,Mexican,Tacos
1567,Chipotle,https://www.doordash.com/store/277232/?pickup=false,0.4,4.5,4000.0,Toronto,$$,Mexican,Tacos
1568,Church's Chicken Canada,https://www.doordash.com/store/567657/?pickup=false,1.6,4.3,4100.0,Toronto,$$,Wraps,Tenders
1569,iQ,https://www.doordash.com/store/34110/?pickup=false,0.6,4.6,790.0,Toronto,$$,Bakery,Healthy
1570,Porchetta & Co.,https://www.doordash.com/store/692271/?pickup=false,0.5,4.6,2600.0,Toronto,$$,Sandwiches,Beer
1571,The Halal Guys,https://www.doordash.com/store/535707/?pickup=false,1.6,4.5,3700.0,Toronto,$$,Halal,Sandwiches
1572,Elephant & Castle,https://www.doordash.com/store/52381/?pickup=false,0.4,4.4,177.0,Toronto,$,Burgers,Sandwiches
1573,imPerfect Fresh Eats,https://www.doordash.com/store/544358/?pickup=false,0.4,4.6,700.0,Toronto,$$,Smoothies,Acai Bowls
1574,Earls Kitchen + Bar,https://www.doordash.com/store/30200/?pickup=false,0.5,4.6,1700.0,Toronto,$$,Canadian,Alcohol
1575,MOXIES,https://www.doordash.com/store/839253/?pickup=false,0.4,4.4,418.0,Toronto,$$,Bar and Grill,Salads
1576,Thai Elephant,https://www.doordash.com/store/30296/?pickup=false,1.0,4.6,1700.0,Toronto,$$,Thai,Fried Rice
1577,Le Gourmand,https://www.doordash.com/store/30181/?pickup=false,0.6,4.7,2600.0,Toronto,$,Bakery,Dessert
1578,Mean Bao,https://www.doordash.com/store/26598/?pickup=false,0.8,4.6,375.0,Toronto,$,Chinese,Dim Sum
1579,Cops,https://www.doordash.com/store/850179/?pickup=false,0.6,4.8,1200.0,Toronto,$$,Donuts,Dessert
1580,Flock Rotisserie & Greens,https://www.doordash.com/store/42466/?pickup=false,0.4,4.6,1000.0,Toronto,$$,Chicken,Salads
1581,Poke Guys,https://www.doordash.com/store/77171/?pickup=false,0.9,4.6,2000.0,Toronto,$$,Hawaiian,Japanese
1582,Darvish Persian Cuisine,https://www.doordash.com/store/550505/?pickup=false,1.5,4.6,750.0,Toronto,$$,Persian,Kebabs
1583,PG Clucks,https://www.doordash.com/store/91136/?pickup=false,1.6,4.5,5500.0,Toronto,$$,Chicken,Sandwiches
1584,Saffron Spice Kitchen,https://www.doordash.com/store/26629/?pickup=false,0.6,4.6,1000.0,Toronto,$,Indian,Roti
1585,Liberty Shawarma,https://www.doordash.com/store/33607/?pickup=false,0.2,4.3,358.0,Toronto,$$,Middle Eastern,Shawarma
1586,Monkie Sushi,https://www.doordash.com/store/1791680/?pickup=false,0.7,4.6,740.0,Toronto,$$,Japanese,Thai
1587,Wilbur Mexicana,https://www.doordash.com/store/30225/?pickup=false,0.5,4.7,2400.0,Toronto,$,Mexican,Tacos
1588,Sud Forno,https://www.doordash.com/store/542089/?pickup=false,0.8,4.6,86.0,Toronto,$$,Italian,Pizza
1589,Tokyo Hot Fried Chicken,https://www.doordash.com/store/716452/?pickup=false,1.7,4.5,700.0,Toronto,$,Chicken,Halal
1590,My Roti Place,https://www.doordash.com/store/282645/?pickup=false,0.6,4.4,2400.0,Toronto,$$,Indian,Chinese
1591,Hendriks Restaurant & Bar,https://www.doordash.com/store/542053/?pickup=false,0.9,4.5,60.0,Toronto,$$,Bar and Grill,Salads
1592,OMG Oh My Gyro,https://www.doordash.com/store/1804229/?pickup=false,0.6,4.4,770.0,Toronto,$$,Wraps,Mediterranean
1593,D Spot Dessert Cafe,https://www.doordash.com/store/714127/?pickup=false,1.4,4.3,1000.0,Toronto,$$,Ice Cream,Milk Shakes
1594,Parka Food Co.,https://www.doordash.com/store/348101/?pickup=false,0.6,4.6,290.0,Toronto,$$,Vegan,Family Meals
1595,Grillies,https://www.doordash.com/store/718799/?pickup=false,1.2,4.5,1300.0,Toronto,$$,Mexican,Burgers
1596,Naan and Chai,https://www.doordash.com/store/1057402/?pickup=false,1.0,4.6,610.0,Toronto,$$,Pakistani,Chicken
1597,Kupfert & Kim,https://www.doordash.com/store/314306/?pickup=false,0.5,4.5,285.0,Toronto,$$,Vegetarian,Vegan
1598,Chaska Indian Street Food Obsession,https://www.doordash.com/store/870874/?pickup=false,0.5,4.4,1200.0,Toronto,$$,Halal,Indian
1599,Ravi Soups,https://www.doordash.com/store/26626/?pickup=false,0.4,4.7,780.0,Toronto,$$,Indian,Soup
1600,Holy Cow Steakhouse,https://www.doordash.com/store/843762/?pickup=false,0.6,4.6,730.0,Toronto,$$,Steakhouses,Snacks
1601,Bloomer's,https://www.doordash.com/store/760540/?pickup=false,0.9,4.8,2300.0,Toronto,$$,Donuts,Ice Cream
1602,Thai Room,https://www.doordash.com/store/394292/?pickup=false,1.1,4.4,1700.0,Toronto,$$,Thai,Noodles
1603,Northern Maverick Brewing Co,https://www.doordash.com/store/314528/?pickup=false,0.7,4.8,287.0,Toronto,$$,Alcohol,Beer
1604,Osmow's,https://www.doordash.com/store/259557/?pickup=false,0.8,4.1,3200.0,Toronto,$$,Mediterranean,Shawarma
1605,Azkadenya - Mezza Diner,https://www.doordash.com/store/668916/?pickup=false,0.6,4.5,467.0,Toronto,$$,Mediterranean,Wraps
1606,Pokito,https://www.doordash.com/store/787329/?pickup=false,0.6,4.6,810.0,Toronto,$$,Hawaiian,Poke
1607,Tut's Egyptian Street Food,https://www.doordash.com/store/1268111/?pickup=false,0.5,4.7,1000.0,Toronto,$$,Egyptian,Sandwiches
1608,The Bellybuster Submarines,https://www.doordash.com/store/1532515/?pickup=false,0.3,4.7,1000.0,Toronto,$$,Fast Food,
1609,Millie Patisserie & Creamery,https://www.doordash.com/store/714549/?pickup=false,0.4,4.7,275.0,Toronto,$$,Creperies,Sweets
1610,Bamboo Buddha Chinese Restaurant,https://www.doordash.com/store/46160/?pickup=false,0.8,4.5,610.0,Toronto,$,Chinese,Noodles
1611,Kabul Express,https://www.doordash.com/store/37220/?pickup=false,1.2,4.6,3000.0,Toronto,$,Afghan,Halal
1612,Buddha's Vegan Restaurant,https://www.doordash.com/store/30282/?pickup=false,1.0,4.6,2700.0,Toronto,$,Vegan,Chinese
1613,Allwyn's,https://www.doordash.com/store/567982/?pickup=false,0.6,4.5,960.0,Toronto,$$,Sandwiches,Roti
1614,Kimchi Korea House,https://www.doordash.com/store/52446/?pickup=false,0.9,4.8,580.0,Toronto,$$,Korean,Bibimpap
1615,Le Papillon on Front,https://www.doordash.com/store/896925/?pickup=false,0.9,4.4,112.0,Toronto,$$$,Creperies,Dessert
1616,Nugateau Patisserie,https://www.doordash.com/store/314538/?pickup=false,0.9,4.8,302.0,Toronto,$$,Dessert,Cakes
1617,Kawa Sushi,https://www.doordash.com/store/44761/?pickup=false,1.6,4.5,3800.0,Toronto,$$,Sushi,Japanese
1618,Aroy Urban Thai Queen,https://www.doordash.com/store/885954/?pickup=false,0.9,4.6,2200.0,Toronto,$$,Thai,Gluten-Free
1619,Hattendo,https://www.doordash.com/store/919691/?pickup=false,1.0,4.8,330.0,Toronto,$$,Japanese,Coffee & Tea
1620,Yunshang Rice Noodle 云尚过桥米线,https://www.doordash.com/store/542117/?pickup=false,0.9,4.8,349.0,Toronto,$$,Chinese,Dumplings
1621,Fancy Franks,https://www.doordash.com/store/180038/?pickup=false,0.6,4.4,570.0,Toronto,$$,American,Hot Dogs
1622,Rosewood Asian Cuisine,https://www.doordash.com/store/30261/?pickup=false,0.9,4.6,2100.0,Toronto,$$,Asian Fusion,Chinese
1623,Balzac's Coffee Roasters,https://www.doordash.com/store/359945/?pickup=false,1.0,4.5,62.0,Toronto,$$,Cafe,Coffee
1624,Otto's Berlin Doner,https://www.doordash.com/store/30158/?pickup=false,1.2,4.5,1400.0,Toronto,$,German,Beer
1625,The Hogtown Vegan,https://www.doordash.com/store/542300/?pickup=false,1.3,4.8,2000.0,Toronto,$$,Alcohol,Gluten-Free
1626,Spice66,https://www.doordash.com/store/941467/?pickup=false,1.1,3.9,196.0,Toronto,$$,Indian,Chicken
1627,Hoki Poke,https://www.doordash.com/store/49230/?pickup=false,1.6,4.8,1500.0,Toronto,$,Poke,Chicken
1628,Ramen Isshin,https://www.doordash.com/store/974232/?pickup=false,0.8,4.7,580.0,Toronto,$$,Ramen,Appetizers
1629,Rolltation,https://www.doordash.com/store/70704/?pickup=false,1.1,4.7,1200.0,Toronto,$$,Asian Fusion,Salads
1630,French Made Toronto,https://www.doordash.com/store/1240638/?pickup=false,0.3,4.6,249.0,Toronto,$$,Coffee & Tea,Juice Bar
1631,Basil Box,https://www.doordash.com/store/46303/?pickup=false,0.6,4.7,840.0,Toronto,$$,Gluten-Free,Snacks
1632,King Taps,https://www.doordash.com/store/894813/?pickup=false,0.6,4.6,3600.0,Toronto,$$,Vegetarian,Comfort Food
1633,Fusaro's Kitchen,https://www.doordash.com/store/26537/?pickup=false,0.6,4.7,600.0,Toronto,$$,Italian,Beer
1634,Peking Express,https://www.doordash.com/store/52510/?pickup=false,1.6,4.3,580.0,Toronto,$$,Chicken Wings,Ribs
1635,Pokéwave,https://www.doordash.com/store/693950/?pickup=false,1.5,4.7,1400.0,Toronto,$$,Poke,Tacos
1636,Japango,https://www.doordash.com/store/751433/?pickup=false,0.9,4.6,600.0,Toronto,$$,Asian,Sushi Bars
1637,General Assembly Pizza,https://www.doordash.com/store/389543/?pickup=false,0.4,4.5,2900.0,Toronto,$$,Pizza,Alcohol
1638,The Poke Box,https://www.doordash.com/store/358413/?pickup=false,0.9,4.7,182.0,Toronto,$$,Salads,Burritos
1639,Burgers n' Fries Forever,https://www.doordash.com/store/1330250/?pickup=false,0.4,4.5,540.0,Toronto,$$,Burgers,Fries
1640,7-Eleven,https://www.doordash.com/store/992597/?pickup=false,0.7,4.6,458.0,Toronto,$$,Burgers,Wings
